reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,1,焼肉酒庵 仲川,北海道紋別市幸町6-2-9 ,"焼肉、ホルモン
",-,水曜日,https://www.yakiniku-nakagawa.com/,"￥6,000～￥7,999",-,3.04
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,2,あおやま亭,北海道北見市留辺蘂町栄町16-22 ,"ラーメン
",-,月曜日,,-,～￥999,-
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,3,洋食処 トレモロ,北海道紋別郡遠軽町東町2丁目1-3 ,"ハンバーグ、パスタ、洋食
",-,火曜日,http://engarutremolo.jimdo.com/,-,"￥1,000～￥1,999",3.21
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,4,江戸っ子,北海道紋別郡湧別町中湧別中町490 ,"定食・食堂、魚介料理・海鮮料理、和食（その他）
",-,無休,,-,"￥1,000～￥1,999",3.07
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,5,紅茶のおいで,北海道北見市山下町3-21-1 ,"紅茶専門店、喫茶店、カフェ
",-,,https://sumiyakinooide.com/koutyanooide/,-,"￥1,000～￥1,999",3.03
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,6,そば処 寿限無,北海道北見市上ところ339-3 ,"そば
",-,月曜日、第3日曜日,https://www.kitami-jugemu.com/,-,"￥1,000～￥1,999",3.05
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,7,ケンドリックバー,北海道北見市北六条西2-15 エイトビル 4F,"バー
",-,第１第３日曜日,,-,"￥1,000～￥1,999",3.06
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,8,ちゃおず,北海道紋別市本町6-1-22 ,"居酒屋、餃子
",-,,,"￥3,000～￥3,999",-,3.03
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,9,カフェ＆ワークス ナカジマ,北海道紋別市大山町4 ,"カフェ
",-,不定休,,-,"￥1,000～￥1,999",3.14
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,10,Trattoria Albergaccio di Felice,北海道紋別市幸町6-4-7 ,"イタリアン
",-,,,-,"￥1,000～￥1,999",3.03
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,11,らいず,北海道北見市花月町28-6 ,"喫茶店、カフェ
",-,月曜日、日曜日,,-,～￥999,3.03
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,12,餃子の雪松 北見店,北海道北見市春光町1-58-1 ,"その他
",-,無休,https://www.yukimatsugyoza.com/,-,-,-
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,13,シティーライツコープ,北海道紋別郡興部町字興部1322-12 ,"カフェ
",-,木曜日,,-,"￥1,000～￥1,999",3.05
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,14,スシロー 北見店,北海道北見市中央三輪6-445-1 ,"回転寿司
",-,,https://www.akindo-sushiro.co.jp/,-,"￥2,000～￥2,999",3.01
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,15,クリシュナ 北見本店,北海道北見市大町15-1 ,"インド料理、インドカレー、スープカレー
",-,,https://denshobato.com/tokusen/kurishuna/top.tks,-,"￥1,000～￥1,999",3.30
dahlian38(1159),https://tabelog.com/rvwr/dahlian38/,16,ナミサカフェ,北海道紋別市大山町2-15-13 ,"カフェ
",-,月～金,,-,～￥999,3.04
