reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,1,椿サロン 赤れんがテラス店,北海道札幌市中央区北2条西4-1 赤れんがテラス 1F,"カフェ、パンケーキ、ダイニングバー
",011-222-2000,1月1日,http://www.tsubakisalon.jp/,"￥3,000～￥3,999","￥1,000～￥1,999",3.30
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,2,桜鍋 吉し多,福島県会津若松市東栄町5-14 ,"郷土料理（その他）、和食（その他）
",-,定休日：不定休（主に日曜日）,http://www.h4.dion.ne.jp/~sakura-y/index.htm,"￥4,000～￥4,999","￥1,000～￥1,999",3.46
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,3,キッチン チェック,東京都豊島区西池袋1-37-12 ロサ会館 1F,"洋食、ハンバーグ、オムライス
",-,木曜日,,-,"￥1,000～￥1,999",3.54
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,4,三代目 清水屋,埼玉県比企郡小川町大塚1147-5 東商ビルⅡ　１Ｆ,"ドーナツ、洋菓子（その他）、豆腐料理・湯葉料理
",-,月曜日,http://okara-donuts.com/,-,～￥999,3.27
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,5,酒場 ふくろ,東京都豊島区西池袋1-14-2 １Ｆ・２Ｆ・３Ｆ,"居酒屋
",-,日曜日,,"￥3,000～￥3,999","￥2,000～￥2,999",3.49
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,6,鳥ばか一代,東京都中央区銀座3-3-8 1F・2F・3F,"焼鳥、居酒屋、鳥料理
",03-5524-3240,年末年始：お盆休業//ネット予約ができない場合もお電話にてご予約を承れる場合がございます,,"￥5,000～￥5,999","￥3,000～￥3,999",3.48
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,7,創作四川料理 廣明,北海道苫小牧市錦町1-6-11 NP.BLD 2F,"四川料理、中華料理、創作料理
",-,月曜日、他の曜日も休む場合もございますのでお問い合わせください。,http://kishin-style.com/,"￥6,000～￥7,999","￥3,000～￥3,999",3.58
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,8,沼津魚がし鮨 三島駅南口店,静岡県三島市一番町16-1 アスティ三島サウス 1F,"寿司、魚介料理・海鮮料理、海鮮丼
",-,無休,http://www.uogashizushi.co.jp/,"￥2,000～￥2,999","￥1,000～￥1,999",3.19
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,9,どみんご,静岡県静岡市葵区常盤町1-8-7 青葉横丁,"おでん
",-,,,"￥2,000～￥2,999",-,3.07
まめこ＊(62),https://tabelog.com/rvwr/mameko9981/,10,くらさわや,静岡県静岡市清水区由比東倉沢69-1 ,"魚介料理・海鮮料理、天丼・天重、懐石・会席料理
",-,月曜(祝日は営業、翌日休),http://www.sakuraebi.org/,"￥2,000～￥2,999","￥2,000～￥2,999",3.66
