reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,1,野郎寿司 本店,東京都新宿区歌舞伎町2-10-4 ジェストビル 1F,"寿司
",03-3208-9496,無休,,"￥4,000～￥4,999","￥1,000～￥1,999",3.40
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,2,松栄 六本木店,東京都港区六本木6-7-9 エムズ六本木　１Ｆ,"寿司、魚介料理・海鮮料理
",-,土曜・日曜・祝日2022年12月31日（土）～2023年1月4日（水）まで臨時休業とさせていただきます。,https://www.matsue.cc/jp/roppongi/,"￥10,000～￥14,999","￥3,000～￥3,999",3.37
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,3,四川料理 龍の子,東京都渋谷区神宮前1-8-5 メナー神宮前 B1Ｆ,"四川料理、担々麺、中華料理
",03-3402-9419,毎週水曜日・日曜日・年末年始・夏季長期休暇あり。営業時間・定休日は、変更となる場合がございますのでホームページ又は、店舗にご確認下さい。,http://ryunoko.tokyo/,"￥6,000～￥7,999","￥1,000～￥1,999",3.58
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,4,カウンター焼肉専門 焼肉おおにし 高田馬場店,東京都新宿区高田馬場4-8-7 いちかわ書店ビル 2F,"焼肉、居酒屋、ホルモン
",03-6279-3727,不定休,http://oonishi.tokyo,"￥6,000～￥7,999",-,3.43
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,5,ベルセルバ カントリークラブ 市原コース レストラン,千葉県市原市平蔵2579-1 ,"定食・食堂
",-,不定休,http://www.belle-co.com/ichihara/index.html,"￥2,000～￥2,999","￥1,000～￥1,999",3.26
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,6,おれの炭,東京都港区元麻布3-2-21 102,"ろばた焼き、和食（その他）、居酒屋
",03-6438-9794,日曜,https://orenosumi.com/,"￥6,000～￥7,999",-,3.09
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,7,新宿 鮨 よこ田,東京都新宿区新宿3-20-6 FSビル B1F,"寿司、天ぷら、割烹・小料理
",03-6384-2538,不定休,,"￥10,000～￥14,999","￥4,000～￥4,999",3.49
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,8,一蘭 新宿歌舞伎町店,東京都新宿区歌舞伎町1-17-10 歌舞伎町CR.B&Vビル B1F,"ラーメン
",-,無休,http://ichiran.com/,～￥999,～￥999,3.07
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,9,中華料理 華心苑 新宿センタービル店,東京都新宿区西新宿1-25-1 新宿センタービル B1F,"広東料理、居酒屋、中華料理
",03-6304-5281,無休,http://www.scb-shop.com/shopguide/shop/63,"￥2,000～￥2,999",～￥999,3.16
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,10,鰻専門店 愛川,東京都新宿区高田馬場1-17-22 ,"うなぎ、魚介料理・海鮮料理、和食（その他）
",03-3200-3717,火・水曜日(臨時休業有り),https://www.unagi-aikawa.jp/,"￥3,000～￥3,999","￥3,000～￥3,999",3.73
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,11,ザ ナショナルカントリー倶楽部 千葉,千葉県市原市寺谷666 ,"レストラン（その他）
",-,,,"￥1,000～￥1,999","￥2,000～￥2,999",3.16
ニシヤン2424(208),https://tabelog.com/rvwr/001546049/,12,たまには焼肉陸,東京都新宿区高田馬場3-1-4 袖山ビル 1F,"焼肉、ホルモン、居酒屋
",-,無休,,"￥5,000～￥5,999",-,3.07
