reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,1,ホシズミ,岐阜県多治見市根本町11-113-7 ,"創作料理
",-,月曜日・第1日曜日,http://hoshizumi.com/,"￥5,000～￥5,999","￥5,000～￥5,999",3.13
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,2,名駅 鮨 よこ田,愛知県名古屋市中村区椿町10-4 サン・タウン名駅椿 北館 5F,"寿司、魚介料理・海鮮料理、割烹・小料理
",052-446-8882,不定休,,"￥10,000～￥14,999","￥2,000～￥2,999",3.41
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,3,キハチ 名古屋JRセントラルタワーズ店,愛知県名古屋市中村区名駅1-1-4 タワーズプラザ 12F,"フレンチ、無国籍料理
",-,不定休（ＪＲセントラルタワーズに準ずる）,http://www.kihachi.jp/,-,"￥3,000～￥3,999",3.35
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,4,名駅 鮨 Sublime,愛知県名古屋市中村区名駅3-26-6 Third KHビル 4F-C,"寿司、懐石・会席料理、魚介料理・海鮮料理
",052-756-2302,年中無休（ビル休館日を除く）,,"￥10,000～￥14,999","￥4,000～￥4,999",3.37
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,5,居酒屋 大江戸,愛知県名古屋市中区大須3-8-26 ,"居酒屋、串揚げ・串かつ、創作料理
",-,日曜、月曜日,,"￥4,000～￥4,999",-,3.72
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,6,味樹園 栄店,愛知県名古屋市中区栄3-19-3 ,"焼肉、ホルモン、ステーキ
",052-228-0229,月曜定休※月曜祝、祝前日の場合、通常営業(祝日明け振替休業日)　※年末年始31日～2日はお休みとさせて頂きます。,http://www.mikien.net,"￥4,000～￥4,999",-,3.30
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,7,三寿司,沖縄県石垣市新栄町2-11 ,"寿司、割烹・小料理
",-,定休日：第一・第三月曜日,http://ishigaki-misushi.com/,"￥4,000～￥4,999","￥1,000～￥1,999",3.34
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,8,マミデリ,沖縄県石垣市美崎町3 サンライトビル 1F,"おにぎり
",-,不定休,,"￥2,000～￥2,999",～￥999,3.03
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,9,コーナーズグリル,沖縄県石垣市大川258-1 城西ビル　１Ｆ,"ステーキ、ハンバーグ、ハンバーガー
",-,不定休,http://cornersgrill.com,-,"￥2,000～￥2,999",3.65
れなれなもぐもぐ(113),https://tabelog.com/rvwr/011560383/,10,やいま家庭料理 さつき,沖縄県石垣市美崎町7-16 ,"沖縄料理、和食（その他）、居酒屋
",0980-83-0980,不定（ホテルミヤヒラに準ずる）,http://www.miyahira.co.jp/restaurant/restaurant.html#03,"￥3,000～￥3,999",-,3.41
