reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,1,モヒカンらーめん 福岡空港店,福岡県福岡市博多区大字下臼井767-1 福岡空港国内線ターミナルビル 3F,"ラーメン
",-,無休,http://mohikan-ramen.com,"￥1,000～￥1,999",～￥999,3.44
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,2,百日紅,東京都新宿区新宿3-4-8 新宿三和東洋ビルヂングセゾンプラザ B2,"つけ麺、ラーメン
",03-6457-8564,1月1日,,～￥999,～￥999,3.67
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,3,ハコダテ 海峡の風,北海道函館市湯川町1-18-15 ,"旅館
",-,無休,https://hakodate-uminokaze.com/,"￥20,000～￥29,999","￥20,000～￥29,999",3.32
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,4,オデンシッタン(오뎅식당),"韓国7 Hoguk-ro 1309beon-gil, Uijeongbu 1(il)-dong, Uijeongbu-si, Gyeonggi-do, 韓国 ","韓国料理
",-,,,"￥2,000～￥2,999",-,3.03
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,5,神戸ベイシェラトン ホテル＆タワーズ,兵庫県神戸市東灘区向洋町中2-13 神戸ベイシェラトンホテル＆タワーズ,"その他
",-,なし,http://www.sheraton-kobe.co.jp/,"￥20,000～￥29,999","￥15,000～￥19,999",3.23
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,6,ぬりや,茨城県水戸市泉町3-5-9 ,"うなぎ、懐石・会席料理、割烹・小料理
",-,◆日曜日（日曜は10名様以上の事前予約の場合のみ承ります）◆日曜営業の場合、代休がありますので事前にお問い合わせ下さい。◆年末年始,,"￥10,000～￥14,999","￥4,000～￥4,999",3.14
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,7,澤出精肉店,北海道亀田郡七飯町字大沼町206 ,"ジンギスカン
",-,不定休,https://www.yumeya-net.com/shop.html,-,"￥2,000～￥2,999",3.07
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,8,鮨処木はら,北海道函館市湯川町2丁目1-2 ,"寿司
",-,水曜日　※月2回火曜日（不定休）,http://hakodate-kihara.com/index.html,"￥10,000～￥14,999","￥5,000～￥5,999",3.59
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,9,ベーカリーバカンス,兵庫県神戸市中央区旭通3-4-15 ,"パン
",-,無休,https://bakery-vacances-online.com/,-,～￥999,3.56
かわうそ氏(603),https://tabelog.com/rvwr/002579651/,10,굴국밥전문점굴세상,"韓国105-3 Haengjunae-dong, Deokyang-gu, Goyang-si, Gyeonggi-do, 韓国 ","韓国料理
",-,,,-,"￥1,000～￥1,999",3.03
