reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,1,ヨックモック 青山本店,東京都港区南青山5-3-3 ヨックモック青山本店,"洋菓子（その他）、ケーキ
",-,,https://www.yokumoku.co.jp,"￥2,000～￥2,999","￥2,000～￥2,999",3.23
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,2,六花亭 昭和タウン店,北海道函館市昭和1-29 函館昭和タウンプラザ A棟 ホクレンショップ,"和菓子、チョコレート
",-,不定休(函館昭和タウンプラザに準ずる),http://www.rokkatei.co.jp/,-,"￥1,000～￥1,999",3.02
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,3,西洋菓子舗 不二家 銀座三越店,東京都中央区銀座4-6-16 銀座三越 B2F,"ケーキ、洋菓子（その他）、どら焼き
",-,,,"￥1,000～￥1,999",～￥999,3.25
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,4,カレルチャペック紅茶店 有楽町イトシア店,東京都千代田区有楽町2-7-1 有楽町イトシア B1Fフードアベニュー,"紅茶専門店
",-,無休,http://www.karelcapek.co.jp/,-,"￥10,000～￥14,999",3.17
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,5,小樽なると屋 函館戸倉店,北海道函館市戸倉町154-34 ,"鳥料理
",-,,,-,"￥1,000～￥1,999",-
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,6,一番館,兵庫県神戸市中央区元町通1-8-5 元町時計店ビル,"チョコレート
",-,水曜日,https://www.ichibankan.co.jp/,-,～￥999,3.43
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,7,クープ･オ･クール,北海道函館市本通4丁目32-3 ,"パン
",-,水曜･第3木曜,,-,～￥999,3.26
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,8,喜三郎,北海道函館市日吉町3丁目43-2 ,"ラーメン、焼きそば、餃子
",-,月曜日,,-,～￥999,3.14
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,9,空也,東京都中央区銀座6-7-19 ,"和菓子
",-,日曜・祝日,,"￥1,000～￥1,999","￥1,000～￥1,999",3.89
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,10,つしま謹製,北海道亀田郡七飯町字大沼町211-7 ,"デリカテッセン
",-,月曜日,,-,～￥999,3.02
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,11,横浜かをり 山下町本店,神奈川県横浜市中区山下町70 ,"ハヤシライス、喫茶店、スイーツ（その他）
",-,無休,http://www.kawori.co.jp/home/index.html,"￥1,000～￥1,999",～￥999,3.44
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,12,治一郎 大平台本店,静岡県浜松市西区大平台3-1-1 ,"喫茶店、ケーキ、バームクーヘン
",-,不定休,http://www.yataro.com/index.php,-,"￥1,000～￥1,999",3.30
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,13,山の手スタジオBAU,北海道函館市山の手2-49-21 ,"カフェ
",-,,,-,～￥999,3.03
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,14,飴屋六兵衛本舗,北海道小樽市色内2-4-23 ,"スイーツ（その他）、その他
",-,日・祝,,-,～￥999,3.32
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,15,さかなの金川,北海道網走市南4条西1-11 ,"その他
",-,第1日曜日・第3日曜日・第5日曜日,http://happytown.orahoo.com/sakanano-kanagawa/,～￥999,-,3.08
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,16,不二家 函館美原店,北海道函館市美原3-13-5 ,"ケーキ
",-,,,-,～￥999,3.01
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,17,小川食品,北海道瀬棚郡今金町今金223 ,"その他
",-,日曜日,,～￥999,～￥999,3.05
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,18,マクドナルド 函館鍛治店,北海道函館市鍛治2-39 ,"ハンバーガー
",-,,,-,～￥999,3.03
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,19,花の木,北海道函館市榎本13-11 ,"和菓子、洋菓子（その他）
",-,月曜日,,-,～￥999,3.06
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,20,酒田米菓,山形県酒田市両羽町2-24 ,"せんべい
",-,,,-,～￥999,3.27
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,21,ラーメンの幸山,北海道函館市富岡町1-53-21 ,"ラーメン、焼きそば、中華料理
",-,月曜日　火曜日　金曜日,,-,～￥999,3.34
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,22,あい,北海道函館市日吉町3丁目45-3 ,"カフェ・喫茶（その他）
",-,,,-,"￥1,000～￥1,999",3.03
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,23,株式会社山形屋商店,宮城県登米市津山町柳津字町16 ,"和菓子
",-,土曜日・日曜日,http://sendaifu.jp/html/,-,～￥999,3.04
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,24,無茶々園,愛媛県西予市明浜町狩浜3-2227 ,"その他
",-,土曜日・日曜日,,-,-,3.01
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,25,五島軒 イオン湯川店,北海道函館市湯川町3-14-5 イオン湯川 1F,"ケーキ、和菓子
",-,,https://gotoken1879.jp,-,"￥1,000～￥1,999",3.09
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,26,ミスタードーナツ 函館本通ショップ,北海道函館市本通2-1-45 ,"ドーナツ、カフェ・喫茶（その他）
",-,,http://www.misterdonut.jp/,-,～￥999,3.03
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,27,おやき,北海道函館市日吉町4-17-1 ,"たい焼き・大判焼き
",-,なし,,-,～￥999,3.22
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,28,キングベーク 本店,北海道函館市亀田本町7-8 ,"パン、洋菓子（その他）、カフェ
",-,無休,http://kingbake.co.jp/,-,～￥999,3.47
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,29,三輪そうめん大手,奈良県宇陀郡曽爾村大字掛845 ,"その他
",-,日曜日・祝日,,-,-,-
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,30,銀座文明堂 札幌工場売店,北海道札幌市白石区中央3条3-1-52 ,"和菓子、洋菓子（その他）
",-,無休(但し元日のみ休み),https://www.bunmeido.co.jp/shop/list.php?category=3,～￥999,～￥999,3.07
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,31,ラーメン山岡家 函館鍛冶店,北海道函館市鍛冶2-36-9 ,"ラーメン、つけ麺、餃子
",-,年中無休,http://www.yamaokaya.com/,～￥999,～￥999,3.03
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,32,ぱんの店 ひだまり,北海道函館市神山3-2-2 ,"パン
",-,日曜日,http://www.pan-hidamari.jp/,-,～￥999,3.11
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,33,北の自然菓 柳月 大通本店,北海道帯広市大通南8-15 ,"洋菓子（その他）、ケーキ、バームクーヘン
",-,無休,https://www.ryugetsu.co.jp/,～￥999,～￥999,3.33
めえめえめえ(1015),https://tabelog.com/rvwr/000470871/,34,秋山農園,北海道木古内町字瓜谷37-10 ,"その他
",-,12月から～4月中旬,http://www.oshima.pref.hokkaido.lg.jp/ss/num/green/12akiyama.htm,-,～￥999,3.05
