reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
®︎ina(14),https://tabelog.com/rvwr/003811992/,1,カフェ ショボーン,青森県十和田市ひがしの1-1-1 ,"カフェ
",-,水曜日(加えて年末年始も休み),,-,～￥999,3.08
®︎ina(14),https://tabelog.com/rvwr/003811992/,2,キッチン・カフェ なか,青森県青森市大野若宮120-1 ,"洋食
",-,月曜休（祝日の場合ランチのみ）,,"￥1,000～￥1,999","￥1,000～￥1,999",3.28
®︎ina(14),https://tabelog.com/rvwr/003811992/,3,ティファニー,青森県青森市新町1-12-3 ,"洋食
",-,,,-,"￥1,000～￥1,999",3.54
®︎ina(14),https://tabelog.com/rvwr/003811992/,4,リトル台湾 ご縁,青森県青森市新町1-8-5 ,"台湾料理
",-,年中無休,https://www.sunroad.or.jp/goen/,"￥1,000～￥1,999",～￥999,3.13
®︎ina(14),https://tabelog.com/rvwr/003811992/,5,デルヴォ,青森県青森市新町2-6-25 新町キューブ 2F,"喫茶店
",-,土・日・祝日,,-,～￥999,3.05
®︎ina(14),https://tabelog.com/rvwr/003811992/,6,珈琲舎,青森県青森市古川1-10-10 ,"喫茶店
",-,水曜日,,-,"￥1,000～￥1,999",3.19
®︎ina(14),https://tabelog.com/rvwr/003811992/,7,五郎,青森県青森市橋本1-1-9 ,"居酒屋、魚介料理・海鮮料理、焼肉
",-,,,"￥4,000～￥4,999",-,3.28
®︎ina(14),https://tabelog.com/rvwr/003811992/,8,チャントルーズ,青森県弘前市松森町121 ,"カレーライス、インドカレー、カレー（その他）
",-,,,-,"￥1,000～￥1,999",3.12
®︎ina(14),https://tabelog.com/rvwr/003811992/,9,うどん屋 しろ,青森県東津軽郡平内町大字沼館字家岸97 ,"うどん
",-,月曜日・火曜日,,-,～￥999,3.38
®︎ina(14),https://tabelog.com/rvwr/003811992/,10,麺屋 晃心,青森県青森市新城平岡174-34 ,"ラーメン、つけ麺
",-,月曜日,,～￥999,～￥999,3.30
®︎ina(14),https://tabelog.com/rvwr/003811992/,11,ナタデココ,青森県青森市三内稲元90-37 ,"カフェ・喫茶（その他）
",-,日曜日,,～￥999,～￥999,3.06
®︎ina(14),https://tabelog.com/rvwr/003811992/,12,中華そば すわ,青森県青森市三内稲元72-8 ,"ラーメン
",-,木曜日,,-,～￥999,3.40
®︎ina(14),https://tabelog.com/rvwr/003811992/,13,なみおかうどん ～しん～,青森県青森市大野若宮183-2 ,"うどん
",-,木曜日,,"￥2,000～￥2,999",～￥999,3.31
®︎ina(14),https://tabelog.com/rvwr/003811992/,14,青森にんにくタンメン ふたごや,青森県青森市造道1-16-1 ,"ラーメン、餃子、からあげ
",-,月曜日,https://twitter.com/hutagoyatanmen,～￥999,"￥1,000～￥1,999",3.30
®︎ina(14),https://tabelog.com/rvwr/003811992/,15,麺酒ひろや,青森県青森市古川1-17-1 赤とんぼビル 1F,"ラーメン
",-,不定休,,～￥999,～￥999,3.04
®︎ina(14),https://tabelog.com/rvwr/003811992/,16,赤寅大百科,青森県青森市港町2-10-28 2F,"ラーメン、つけ麺
",-,水曜日,,～￥999,～￥999,3.11
®︎ina(14),https://tabelog.com/rvwr/003811992/,17,きくよ食堂 本店,北海道函館市若松町11-15 ,"海鮮丼、魚介料理・海鮮料理、定食・食堂
",-,無休（元日除く）,http://www.hakodate-kikuyo.com,-,"￥1,000～￥1,999",3.50
®︎ina(14),https://tabelog.com/rvwr/003811992/,18,あじさい 本店,北海道函館市五稜郭町29-22 ,"ラーメン、餃子、中華料理
",-,第4水曜日（祝祭日の場合は翌平日が休み）,http://www.ajisai.tv/,～￥999,～￥999,3.66
®︎ina(14),https://tabelog.com/rvwr/003811992/,19,ラッキーピエロ 函館駅前店,北海道函館市若松町17-12 函館駅前棒二森屋本館 1F,"ハンバーガー、かつ丼・かつ重、カレーライス
",-,年中無休,http://www.luckypierrot.jp/,～￥999,～￥999,3.55
®︎ina(14),https://tabelog.com/rvwr/003811992/,20,吉田商店,北海道函館市新川町24-1 ,"スープカレー
",-,不定休,http://yoshidashowten.com/,"￥1,000～￥1,999","￥1,000～￥1,999",3.51
®︎ina(14),https://tabelog.com/rvwr/003811992/,21,cafe0371,青森県青森市花園2-13-27 ,"カフェ
",-,土曜日・日曜日・祝日,https://cafe0371.com,-,"￥1,000～￥1,999",3.06
®︎ina(14),https://tabelog.com/rvwr/003811992/,22,らーめん 砂小屋,青森県青森市新町1-11-9 2F,"ラーメン
",-,日曜日,,～￥999,～￥999,3.36
®︎ina(14),https://tabelog.com/rvwr/003811992/,23,食パン工房 三ツ星製パン,青森県青森市新町1-3-7 ,"パン
",-,不定休(SNSにて告知),,-,～￥999,3.20
®︎ina(14),https://tabelog.com/rvwr/003811992/,24,長尾中華そば 東バイパス店,青森県青森市はまなす2-5-8 ,"ラーメン、つけ麺、油そば
",-,無休,http://naga-chu.com/,～￥999,～￥999,3.03
®︎ina(14),https://tabelog.com/rvwr/003811992/,25,王味,青森県青森市堤町1-10-8 ,"ラーメン、餃子、中華料理
",-,日曜・月曜,,-,"￥3,000～￥3,999",3.45
®︎ina(14),https://tabelog.com/rvwr/003811992/,26,きた倉,青森県青森市青柳1-7-29 ,"ラーメン
",-,年中無休※お盆、正月休みあり,http://chukasoba-kitakura.com/,～￥999,～￥999,3.33
®︎ina(14),https://tabelog.com/rvwr/003811992/,27,カフェ ライトキック,青森県青森市古川1-18-2 ,"カフェ
",-,,,-,"￥1,000～￥1,999",3.08
®︎ina(14),https://tabelog.com/rvwr/003811992/,28,味の札幌 浅利,青森県青森市新町1丁目11-23 メゾン丸藤 1F,"ラーメン
",-,月曜日,http://www.misokare-gyu.com/modules/tinyd6/,～￥999,～￥999,3.55
®︎ina(14),https://tabelog.com/rvwr/003811992/,29,麺屋らいぞう,青森県青森市小柳5-19-5 ,"ラーメン、つけ麺
",-,火曜日（祝日の場合は営業）,http://www.raimon2017.com/raizo/#info,～￥999,～￥999,3.52
®︎ina(14),https://tabelog.com/rvwr/003811992/,30,ヒューベーカリー,青森県青森市港町1-3-11 ,"パン
",-,日曜日・月曜日,,-,～￥999,3.08
®︎ina(14),https://tabelog.com/rvwr/003811992/,31,広州 橋本店,青森県青森市橋本3-2-4 ,"中華料理
",-,毎週月曜日（月曜祝日の場合翌火曜日）,http://ko-syu.net/,"￥1,000～￥1,999",～￥999,3.36
®︎ina(14),https://tabelog.com/rvwr/003811992/,32,インディ桂木,青森県青森市桂木2-1-13 ,"カレーライス
",-,水曜日,,"￥1,000～￥1,999",～￥999,3.16
®︎ina(14),https://tabelog.com/rvwr/003811992/,33,UGUISU,青森県青森市新町1-11-16 ダイワロイネットホテル青森 1F,"カフェ、和食（その他）、ラーメン
",-,不定休　※朝食ビュッフェ&ランチは年中無休　※状況により営業日・営業時間を変更する場合がございます,https://www.qlockup.net/index.html,"￥4,000～￥4,999","￥1,000～￥1,999",3.38
