store_name,reviewr_name,reviewr_id,reviewr_url
鮨竹亭,taxx(8308),001114981,https://tabelog.com/rvwr/001114981/
鮨竹亭,ぴーたんぴーたん(3330),00026296,https://tabelog.com/rvwr/00026296/
鮨竹亭,泡盛M(320),001282686,https://tabelog.com/rvwr/001282686/
鮨竹亭,パタ山(30),000260110,https://tabelog.com/rvwr/000260110/
鮨竹亭,はっすぃはっすぃ(246),002080248,https://tabelog.com/rvwr/002080248/
鮨竹亭,バービーのママ(1),003516308,https://tabelog.com/rvwr/003516308/
鮨竹亭,テビリ(0),000191715,https://tabelog.com/rvwr/000191715/
鮨竹亭,Chabi(4),chabi,https://tabelog.com/rvwr/chabi/
鮨竹亭,たまきゅん(26),001077006,https://tabelog.com/rvwr/001077006/
鮨竹亭,kamaka_ryu(49),315339,https://tabelog.com/rvwr/315339/
鮨竹亭,世界食堂(52),001347797,https://tabelog.com/rvwr/001347797/
