store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
函館 カネニ 朝市店,1090642,https://tabelog.com/rvwr/001090642/,2843,25,0.0087935279634189
函館 カネニ 朝市店,945404,https://tabelog.com/rvwr/000945404/,278,9,0.0323741007194244
函館 カネニ 朝市店,1285300,https://tabelog.com/rvwr/001285300/,1639,2,0.0012202562538133
函館 カネニ 朝市店,4160822,https://tabelog.com/rvwr/004160822/,879,8,0.0091012514220705
函館 カネニ 朝市店,7949890,https://tabelog.com/rvwr/007949890/,481,5,0.0103950103950103
函館 カネニ 朝市店,4373887,https://tabelog.com/rvwr/004373887/,147,5,0.0340136054421768
函館 カネニ 朝市店,9461423,https://tabelog.com/rvwr/009461423/,9,3,0.3333333333333333
函館 カネニ 朝市店,7409062,https://tabelog.com/rvwr/007409062/,36,7,0.1944444444444444
函館 カネニ 朝市店,9720725,https://tabelog.com/rvwr/009720725/,277,5,0.0180505415162454
函館 カネニ 朝市店,2525402,https://tabelog.com/rvwr/002525402/,1900,9,0.0047368421052631
函館 カネニ 朝市店,3950139,https://tabelog.com/rvwr/003950139/,389,4,0.0102827763496143
函館 カネニ 朝市店,3962842,https://tabelog.com/rvwr/003962842/,131,5,0.0381679389312977
函館 カネニ 朝市店,3899471,https://tabelog.com/rvwr/003899471/,855,21,0.0245614035087719
函館 カネニ 朝市店,3992358,https://tabelog.com/rvwr/003992358/,94,7,0.0744680851063829
