store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
新鮮喰味,momotyamama,https://tabelog.com/rvwr/momotyamama/,333,5,0.015015015015015
新鮮喰味,003781199,https://tabelog.com/rvwr/003781199/,133,3,0.0225563909774436
新鮮喰味,001454149,https://tabelog.com/rvwr/001454149/,412,6,0.0145631067961165
新鮮喰味,002180054,https://tabelog.com/rvwr/002180054/,4605,35,0.007600434310532
新鮮喰味,005072335,https://tabelog.com/rvwr/005072335/,572,5,0.0087412587412587
新鮮喰味,kappa18,https://tabelog.com/rvwr/kappa18/,2687,10,0.0037216226274655
新鮮喰味,ponchinamary,https://tabelog.com/rvwr/ponchinamary/,295,3,0.0101694915254237
新鮮喰味,000341133,https://tabelog.com/rvwr/000341133/,326,5,0.0153374233128834
新鮮喰味,009461423,https://tabelog.com/rvwr/009461423/,9,3,0.3333333333333333
新鮮喰味,004262584,https://tabelog.com/rvwr/004262584/,316,7,0.0221518987341772
新鮮喰味,000465843,https://tabelog.com/rvwr/000465843/,565,4,0.0070796460176991
新鮮喰味,partyroomjp,https://tabelog.com/rvwr/partyroomjp/,2895,67,0.0231433506044905
新鮮喰味,004822009,https://tabelog.com/rvwr/004822009/,631,7,0.011093502377179
新鮮喰味,000094311,https://tabelog.com/rvwr/000094311/,3094,340,0.1098901098901098
新鮮喰味,003191329,https://tabelog.com/rvwr/003191329/,31,3,0.0967741935483871
新鮮喰味,000265403,https://tabelog.com/rvwr/000265403/,1263,2,0.0015835312747426
