store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
ハセガワストア 千代台店,011898213,https://tabelog.com/rvwr/011898213/,1029,11,0.010689990281827
ハセガワストア 千代台店,000058715,https://tabelog.com/rvwr/000058715/,486,20,0.0411522633744856
ハセガワストア 千代台店,tabiroman,https://tabelog.com/rvwr/tabiroman/,3969,34,0.0085663895187704
ハセガワストア 千代台店,001114981,https://tabelog.com/rvwr/001114981/,5207,32,0.0061455732667562
ハセガワストア 千代台店,edomaesushi,https://tabelog.com/rvwr/edomaesushi/,4190,17,0.0040572792362768
ハセガワストア 千代台店,muramurakami,https://tabelog.com/rvwr/muramurakami/,943,5,0.0053022269353128
ハセガワストア 千代台店,001315971,https://tabelog.com/rvwr/001315971/,298,46,0.1543624161073825
ハセガワストア 千代台店,000359606,https://tabelog.com/rvwr/000359606/,2372,143,0.0602866779089376
ハセガワストア 千代台店,takaraya,https://tabelog.com/rvwr/takaraya/,1087,6,0.0055197792088316
ハセガワストア 千代台店,005736668,https://tabelog.com/rvwr/005736668/,1448,1137,0.7852209944751382
ハセガワストア 千代台店,002118595,https://tabelog.com/rvwr/002118595/,2863,157,0.0548375829549423
ハセガワストア 千代台店,000346509,https://tabelog.com/rvwr/000346509/,599,2,0.003338898163606
ハセガワストア 千代台店,001803076,https://tabelog.com/rvwr/001803076/,1923,65,0.0338013520540821
ハセガワストア 千代台店,003788287,https://tabelog.com/rvwr/003788287/,376,8,0.0212765957446808
ハセガワストア 千代台店,000328190,https://tabelog.com/rvwr/000328190/,683,12,0.0175695461200585
ハセガワストア 千代台店,001362733,https://tabelog.com/rvwr/001362733/,318,161,0.5062893081761006
ハセガワストア 千代台店,loveless,https://tabelog.com/rvwr/loveless/,2511,71,0.0282755874153723
ハセガワストア 千代台店,000707852,https://tabelog.com/rvwr/000707852/,919,187,0.2034820457018498
ハセガワストア 千代台店,taniysdinner,https://tabelog.com/rvwr/taniysdinner/,1844,4,0.0021691973969631
ハセガワストア 千代台店,006676678,https://tabelog.com/rvwr/006676678/,395,43,0.1088607594936708
ハセガワストア 千代台店,001748385,https://tabelog.com/rvwr/001748385/,4142,38,0.0091743119266055
ハセガワストア 千代台店,rankoranko,https://tabelog.com/rvwr/rankoranko/,2646,27,0.010204081632653
ハセガワストア 千代台店,003767787,https://tabelog.com/rvwr/003767787/,1360,10,0.0073529411764705
ハセガワストア 千代台店,000269180,https://tabelog.com/rvwr/000269180/,302,5,0.0165562913907284
ハセガワストア 千代台店,004540908,https://tabelog.com/rvwr/004540908/,200,1,0.005
ハセガワストア 千代台店,007815782,https://tabelog.com/rvwr/007815782/,746,8,0.0107238605898123
ハセガワストア 千代台店,003514143,https://tabelog.com/rvwr/003514143/,118,27,0.2288135593220339
ハセガワストア 千代台店,003606482,https://tabelog.com/rvwr/003606482/,1307,52,0.0397857689364957
ハセガワストア 千代台店,000631036,https://tabelog.com/rvwr/000631036/,35,9,0.2571428571428571
ハセガワストア 千代台店,002109268,https://tabelog.com/rvwr/002109268/,776,20,0.0257731958762886
ハセガワストア 千代台店,002678301,https://tabelog.com/rvwr/002678301/,160,4,0.025
