store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
焼とりごんちゃん,008070932,https://tabelog.com/rvwr/008070932/,1526,8,0.0052424639580602
焼とりごんちゃん,001920159,https://tabelog.com/rvwr/001920159/,659,371,0.5629742033383915
焼とりごんちゃん,003436766,https://tabelog.com/rvwr/003436766/,117,14,0.1196581196581196
焼とりごんちゃん,000703713,https://tabelog.com/rvwr/000703713/,785,139,0.1770700636942675
焼とりごんちゃん,mameko9981,https://tabelog.com/rvwr/mameko9981/,520,24,0.0461538461538461
焼とりごんちゃん,004293070,https://tabelog.com/rvwr/004293070/,821,8,0.0097442143727162
焼とりごんちゃん,002765596,https://tabelog.com/rvwr/002765596/,690,30,0.0434782608695652
焼とりごんちゃん,000155889,https://tabelog.com/rvwr/000155889/,2885,16,0.0055459272097053
焼とりごんちゃん,002282275,https://tabelog.com/rvwr/002282275/,127,17,0.1338582677165354
焼とりごんちゃん,002553704,https://tabelog.com/rvwr/002553704/,1822,516,0.283205268935236
焼とりごんちゃん,004509109,https://tabelog.com/rvwr/004509109/,511,431,0.8434442270058709
焼とりごんちゃん,001430299,https://tabelog.com/rvwr/001430299/,228,5,0.0219298245614035
焼とりごんちゃん,001347797,https://tabelog.com/rvwr/001347797/,6766,584,0.0863139225539462
焼とりごんちゃん,000293772,https://tabelog.com/rvwr/000293772/,9,4,0.4444444444444444
焼とりごんちゃん,001383314,https://tabelog.com/rvwr/001383314/,85,4,0.0470588235294117
