store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
ラーメン ルーム ワンエイト,003800236,https://tabelog.com/rvwr/003800236/,1157,18,0.0155574762316335
ラーメン ルーム ワンエイト,000408801,https://tabelog.com/rvwr/000408801/,4192,814,0.1941793893129771
ラーメン ルーム ワンエイト,009984902,https://tabelog.com/rvwr/009984902/,673,3,0.0044576523031203
ラーメン ルーム ワンエイト,002265210,https://tabelog.com/rvwr/002265210/,1798,6,0.0033370411568409
ラーメン ルーム ワンエイト,kuwazow,https://tabelog.com/rvwr/kuwazow/,976,50,0.0512295081967213
ラーメン ルーム ワンエイト,000118559,https://tabelog.com/rvwr/000118559/,1886,30,0.0159066808059384
ラーメン ルーム ワンエイト,007724387,https://tabelog.com/rvwr/007724387/,1430,38,0.0265734265734265
ラーメン ルーム ワンエイト,amagasakiosaka,https://tabelog.com/rvwr/amagasakiosaka/,2803,20,0.0071352122725651
ラーメン ルーム ワンエイト,000190907,https://tabelog.com/rvwr/000190907/,307,5,0.01628664495114
ラーメン ルーム ワンエイト,011304879,https://tabelog.com/rvwr/011304879/,442,12,0.0271493212669683
ラーメン ルーム ワンエイト,000185333,https://tabelog.com/rvwr/000185333/,243,3,0.0123456790123456
ラーメン ルーム ワンエイト,00008128,https://tabelog.com/rvwr/00008128/,4709,17,0.003610108303249
ラーメン ルーム ワンエイト,hakodadi,https://tabelog.com/rvwr/hakodadi/,325,250,0.7692307692307693
ラーメン ルーム ワンエイト,001196582,https://tabelog.com/rvwr/001196582/,2674,510,0.1907255048616305
ラーメン ルーム ワンエイト,003089392,https://tabelog.com/rvwr/003089392/,1116,6,0.0053763440860215
ラーメン ルーム ワンエイト,00026296,https://tabelog.com/rvwr/00026296/,3074,129,0.0419648666232921
ラーメン ルーム ワンエイト,markma,https://tabelog.com/rvwr/markma/,788,18,0.0228426395939086
ラーメン ルーム ワンエイト,003004276,https://tabelog.com/rvwr/003004276/,1507,201,0.1333775713337757
ラーメン ルーム ワンエイト,002080248,https://tabelog.com/rvwr/002080248/,257,187,0.7276264591439688
ラーメン ルーム ワンエイト,001403045,https://tabelog.com/rvwr/001403045/,298,96,0.3221476510067114
ラーメン ルーム ワンエイト,003948612,https://tabelog.com/rvwr/003948612/,5548,9,0.0016222062004325
ラーメン ルーム ワンエイト,008930767,https://tabelog.com/rvwr/008930767/,464,293,0.6314655172413793
ラーメン ルーム ワンエイト,005736668,https://tabelog.com/rvwr/005736668/,1448,1137,0.7852209944751382
ラーメン ルーム ワンエイト,008413708,https://tabelog.com/rvwr/008413708/,65,18,0.2769230769230769
ラーメン ルーム ワンエイト,007344490,https://tabelog.com/rvwr/007344490/,334,138,0.4131736526946107
ラーメン ルーム ワンエイト,011936910,https://tabelog.com/rvwr/011936910/,128,94,0.734375
ラーメン ルーム ワンエイト,005065781,https://tabelog.com/rvwr/005065781/,47,20,0.425531914893617
ラーメン ルーム ワンエイト,001710979,https://tabelog.com/rvwr/001710979/,105,13,0.1238095238095238
ラーメン ルーム ワンエイト,008507958,https://tabelog.com/rvwr/008507958/,989,66,0.0667340748230535
ラーメン ルーム ワンエイト,003787229,https://tabelog.com/rvwr/003787229/,255,54,0.2117647058823529
ラーメン ルーム ワンエイト,003533880,https://tabelog.com/rvwr/003533880/,1625,113,0.0695384615384615
ラーメン ルーム ワンエイト,014741565,https://tabelog.com/rvwr/014741565/,698,39,0.0558739255014326
ラーメン ルーム ワンエイト,001133126,https://tabelog.com/rvwr/001133126/,551,20,0.0362976406533575
ラーメン ルーム ワンエイト,001444328,https://tabelog.com/rvwr/001444328/,4882,10,0.0020483408439164
ラーメン ルーム ワンエイト,011967255,https://tabelog.com/rvwr/011967255/,307,85,0.2768729641693811
ラーメン ルーム ワンエイト,014627238,https://tabelog.com/rvwr/014627238/,47,4,0.0851063829787234
ラーメン ルーム ワンエイト,000816667,https://tabelog.com/rvwr/000816667/,660,14,0.0212121212121212
ラーメン ルーム ワンエイト,005895039,https://tabelog.com/rvwr/005895039/,1126,165,0.1465364120781527
ラーメン ルーム ワンエイト,002553704,https://tabelog.com/rvwr/002553704/,1822,516,0.283205268935236
ラーメン ルーム ワンエイト,008148452,https://tabelog.com/rvwr/008148452/,185,11,0.0594594594594594
ラーメン ルーム ワンエイト,004996652,https://tabelog.com/rvwr/004996652/,390,27,0.0692307692307692
ラーメン ルーム ワンエイト,003293315,https://tabelog.com/rvwr/003293315/,498,10,0.0200803212851405
ラーメン ルーム ワンエイト,000235931,https://tabelog.com/rvwr/000235931/,1015,24,0.0236453201970443
ラーメン ルーム ワンエイト,002407322,https://tabelog.com/rvwr/002407322/,1169,134,0.1146278870829769
ラーメン ルーム ワンエイト,004481546,https://tabelog.com/rvwr/004481546/,155,76,0.4903225806451612
ラーメン ルーム ワンエイト,002493184,https://tabelog.com/rvwr/002493184/,604,5,0.0082781456953642
ラーメン ルーム ワンエイト,015113214,https://tabelog.com/rvwr/015113214/,3,2,0.6666666666666666
ラーメン ルーム ワンエイト,004650042,https://tabelog.com/rvwr/004650042/,1099,7,0.0063694267515923
ラーメン ルーム ワンエイト,000087893,https://tabelog.com/rvwr/000087893/,95,2,0.0210526315789473
