store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
シェリーズバー,00024858,https://tabelog.com/rvwr/00024858/,3011,26,0.0086350049817336
シェリーズバー,sudare00,https://tabelog.com/rvwr/sudare00/,826,1,0.0012106537530266
シェリーズバー,000713991,https://tabelog.com/rvwr/000713991/,915,28,0.0306010928961748
シェリーズバー,000247943,https://tabelog.com/rvwr/000247943/,470,23,0.0489361702127659
シェリーズバー,000737524,https://tabelog.com/rvwr/000737524/,1110,27,0.0243243243243243
シェリーズバー,000217943,https://tabelog.com/rvwr/000217943/,1060,19,0.0179245283018867
シェリーズバー,004547816,https://tabelog.com/rvwr/004547816/,201,6,0.0298507462686567
シェリーズバー,014391281,https://tabelog.com/rvwr/014391281/,284,6,0.0211267605633802
シェリーズバー,004187921,https://tabelog.com/rvwr/004187921/,440,8,0.0181818181818181
シェリーズバー,005736668,https://tabelog.com/rvwr/005736668/,1448,1137,0.7852209944751382
シェリーズバー,001110812,https://tabelog.com/rvwr/001110812/,237,7,0.0295358649789029
シェリーズバー,naosummer,https://tabelog.com/rvwr/naosummer/,262,20,0.0763358778625954
シェリーズバー,000060001,https://tabelog.com/rvwr/000060001/,874,8,0.0091533180778032
シェリーズバー,001857903,https://tabelog.com/rvwr/001857903/,996,15,0.0150602409638554
シェリーズバー,001469698,https://tabelog.com/rvwr/001469698/,86,15,0.1744186046511628
シェリーズバー,015818243,https://tabelog.com/rvwr/015818243/,91,4,0.0439560439560439
シェリーズバー,008507958,https://tabelog.com/rvwr/008507958/,989,66,0.0667340748230535
シェリーズバー,002553704,https://tabelog.com/rvwr/002553704/,1822,516,0.283205268935236
シェリーズバー,009095661,https://tabelog.com/rvwr/009095661/,123,2,0.016260162601626
シェリーズバー,004668388,https://tabelog.com/rvwr/004668388/,598,42,0.0702341137123745
シェリーズバー,19710712,https://tabelog.com/rvwr/19710712/,636,8,0.0125786163522012
シェリーズバー,005386937,https://tabelog.com/rvwr/005386937/,197,11,0.0558375634517766
シェリーズバー,000310949,https://tabelog.com/rvwr/000310949/,1199,4,0.0033361134278565
シェリーズバー,yamamie,https://tabelog.com/rvwr/yamamie/,685,11,0.0160583941605839
シェリーズバー,006350558,https://tabelog.com/rvwr/006350558/,1726,9,0.0052143684820393
シェリーズバー,006639431,https://tabelog.com/rvwr/006639431/,454,167,0.36784140969163
シェリーズバー,001135832,https://tabelog.com/rvwr/001135832/,1230,6,0.0048780487804878
シェリーズバー,000415075,https://tabelog.com/rvwr/000415075/,201,41,0.2039800995024875
シェリーズバー,001505505,https://tabelog.com/rvwr/001505505/,24,2,0.0833333333333333
