store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
函館魚販 魚屋とCafe,000220083,https://tabelog.com/rvwr/000220083/,10661,208,0.0195103648813432
函館魚販 魚屋とCafe,000408801,https://tabelog.com/rvwr/000408801/,4192,814,0.1941793893129771
函館魚販 魚屋とCafe,010516073,https://tabelog.com/rvwr/010516073/,1352,16,0.0118343195266272
函館魚販 魚屋とCafe,markma,https://tabelog.com/rvwr/markma/,788,18,0.0228426395939086
函館魚販 魚屋とCafe,005896124,https://tabelog.com/rvwr/005896124/,722,10,0.0138504155124653
函館魚販 魚屋とCafe,008507958,https://tabelog.com/rvwr/008507958/,989,66,0.0667340748230535
函館魚販 魚屋とCafe,003294543,https://tabelog.com/rvwr/003294543/,34,5,0.1470588235294117
函館魚販 魚屋とCafe,002142330,https://tabelog.com/rvwr/002142330/,1166,26,0.0222984562607204
函館魚販 魚屋とCafe,007921121,https://tabelog.com/rvwr/007921121/,479,9,0.0187891440501043
函館魚販 魚屋とCafe,004668388,https://tabelog.com/rvwr/004668388/,598,42,0.0702341137123745
函館魚販 魚屋とCafe,002735662,https://tabelog.com/rvwr/002735662/,807,443,0.5489467162329615
函館魚販 魚屋とCafe,001567481,https://tabelog.com/rvwr/001567481/,45,5,0.1111111111111111
函館魚販 魚屋とCafe,004022239,https://tabelog.com/rvwr/004022239/,142,131,0.9225352112676056
