store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,002608060,https://tabelog.com/rvwr/002608060/,148,6,0.0405405405405405
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,000341133,https://tabelog.com/rvwr/000341133/,326,5,0.0153374233128834
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,004452054,https://tabelog.com/rvwr/004452054/,4619,96,0.0207837194197878
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,008716980,https://tabelog.com/rvwr/008716980/,234,26,0.1111111111111111
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,002118595,https://tabelog.com/rvwr/002118595/,2863,157,0.0548375829549423
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,014919367,https://tabelog.com/rvwr/014919367/,586,19,0.0324232081911262
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,008761297,https://tabelog.com/rvwr/008761297/,1081,8,0.0074005550416281
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,000938694,https://tabelog.com/rvwr/000938694/,455,5,0.0109890109890109
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,takaraya,https://tabelog.com/rvwr/takaraya/,1087,6,0.0055197792088316
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,000393730,https://tabelog.com/rvwr/000393730/,159,1,0.0062893081761006
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,011100511,https://tabelog.com/rvwr/011100511/,214,19,0.0887850467289719
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,007624010,https://tabelog.com/rvwr/007624010/,27,2,0.074074074074074
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,005990090,https://tabelog.com/rvwr/005990090/,1,1,1.0
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,019672110,https://tabelog.com/rvwr/019672110/,1,1,1.0
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,016482961,https://tabelog.com/rvwr/016482961/,20,7,0.35
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,004668801,https://tabelog.com/rvwr/004668801/,160,4,0.025
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,003533880,https://tabelog.com/rvwr/003533880/,1625,113,0.0695384615384615
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,001968817,https://tabelog.com/rvwr/001968817/,2045,68,0.0332518337408312
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,010509417,https://tabelog.com/rvwr/010509417/,168,7,0.0416666666666666
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,002803887,https://tabelog.com/rvwr/002803887/,600,187,0.3116666666666666
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,002553704,https://tabelog.com/rvwr/002553704/,1822,516,0.283205268935236
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,009702173,https://tabelog.com/rvwr/009702173/,143,4,0.0279720279720279
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,005925552,https://tabelog.com/rvwr/005925552/,87,2,0.0229885057471264
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,003466959,https://tabelog.com/rvwr/003466959/,71,5,0.0704225352112676
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,007589944,https://tabelog.com/rvwr/007589944/,177,10,0.0564971751412429
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,001961695,https://tabelog.com/rvwr/001961695/,150,62,0.4133333333333333
