store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
巴山,000470871,https://tabelog.com/rvwr/000470871/,2058,455,0.2210884353741496
巴山,001403045,https://tabelog.com/rvwr/001403045/,298,96,0.3221476510067114
巴山,002118595,https://tabelog.com/rvwr/002118595/,2863,157,0.0548375829549423
巴山,001377716,https://tabelog.com/rvwr/001377716/,557,43,0.0771992818671454
巴山,002227483,https://tabelog.com/rvwr/002227483/,471,367,0.7791932059447984
巴山,001362733,https://tabelog.com/rvwr/001362733/,318,161,0.5062893081761006
巴山,001126957,https://tabelog.com/rvwr/001126957/,34,33,0.9705882352941176
巴山,001196582,https://tabelog.com/rvwr/001196582/,2674,510,0.1907255048616305
巴山,orz,https://tabelog.com/rvwr/orz/,1356,72,0.0530973451327433
巴山,002618280,https://tabelog.com/rvwr/002618280/,144,42,0.2916666666666667
巴山,001920159,https://tabelog.com/rvwr/001920159/,659,371,0.5629742033383915
巴山,000550990,https://tabelog.com/rvwr/000550990/,6,6,1.0
巴山,004481546,https://tabelog.com/rvwr/004481546/,155,76,0.4903225806451612
巴山,002501033,https://tabelog.com/rvwr/002501033/,94,65,0.6914893617021277
巴山,004755160,https://tabelog.com/rvwr/004755160/,312,259,0.8301282051282052
巴山,002236325,https://tabelog.com/rvwr/002236325/,108,62,0.5740740740740741
巴山,000072817,https://tabelog.com/rvwr/000072817/,901,403,0.4472807991120976
巴山,005932850,https://tabelog.com/rvwr/005932850/,47,28,0.5957446808510638
巴山,004495941,https://tabelog.com/rvwr/004495941/,760,80,0.1052631578947368
