store_name,reviewr_name,reviewr_id,reviewr_url
かしらや 海岸町店,ガジオ(488),000703713,https://tabelog.com/rvwr/000703713/
かしらや 海岸町店,**るふぃ**(32),luffy,https://tabelog.com/rvwr/luffy/
かしらや 海岸町店,魔法の鏡(43),000293821,https://tabelog.com/rvwr/000293821/
かしらや 海岸町店,pukup735(70),005317477,https://tabelog.com/rvwr/005317477/
かしらや 海岸町店,kerina☆(27),003801197,https://tabelog.com/rvwr/003801197/
かしらや 海岸町店,平潟あんきもーず(1),001739834,https://tabelog.com/rvwr/001739834/
かしらや 海岸町店,志華乃介(1),001337907,https://tabelog.com/rvwr/001337907/
かしらや 海岸町店,田舎っぺ(0),000109171,https://tabelog.com/rvwr/000109171/
かしらや 海岸町店,rururuる(2),00023549,https://tabelog.com/rvwr/00023549/
かしらや 海岸町店,toratte(7),totatte,https://tabelog.com/rvwr/totatte/
かしらや 海岸町店,航海士(0),skyka2,https://tabelog.com/rvwr/skyka2/
