reviewr_name,reviewr_id,reviewr_url,zenkoku_num,hakodate_num,rate
nakanosuigan(51),nakanosuigan,https://tabelog.com/rvwr/nakanosuigan/,482,3,0.006224066390041493
ちびくろねこ(19),001929691,https://tabelog.com/rvwr/001929691/,177,5,0.02824858757062147
谷風(30),000293333,https://tabelog.com/rvwr/000293333/,90,1,0.011111111111111112
zdon1(299),003843638,https://tabelog.com/rvwr/003843638/,255,1,0.00392156862745098
さや三毛(425),001057417,https://tabelog.com/rvwr/001057417/,1084,2,0.0018450184501845018
salt(1647),salt,https://tabelog.com/rvwr/salt/,2846,8,0.0028109627547434997
カヨカヨ(359),000174471,https://tabelog.com/rvwr/000174471/,391,2,0.005115089514066497
tak0520(112),takuto0520,https://tabelog.com/rvwr/takuto0520/,746,3,0.004021447721179625
ぽにょみるよ(34),001087323,https://tabelog.com/rvwr/001087323/,128,1,0.0078125
餃子スカイウォーカー(24),000966889,https://tabelog.com/rvwr/000966889/,101,1,0.009900990099009901
イエローらぶ(5),001537173,https://tabelog.com/rvwr/001537173/,72,2,0.027777777777777776
ﾏｲｷ(8),001389942,https://tabelog.com/rvwr/001389942/,51,2,0.0392156862745098
モウリ(29),000260363,https://tabelog.com/rvwr/000260363/,229,1,0.004366812227074236
チョロ辛(4),000746193,https://tabelog.com/rvwr/000746193/,40,1,0.025
くろとら(4),10072,https://tabelog.com/rvwr/10072/,88,3,0.03409090909090909
misaXs(0),000286652,https://tabelog.com/rvwr/000286652/,11,2,0.18181818181818182
スコット・シーボル先生(1),000252305,https://tabelog.com/rvwr/000252305/,40,4,0.1
Ｈ88(89),000117093,https://tabelog.com/rvwr/000117093/,445,3,0.006741573033707865
soh_bl(15),000524159,https://tabelog.com/rvwr/000524159/,667,2,0.0029985007496251873
すっちゃら(2015),succhara,https://tabelog.com/rvwr/succhara/,2743,6,0.002187386073641998
腹ぺこ歯医者(6146),kikuo,https://tabelog.com/rvwr/kikuo/,3138,1,0.00031867431485022306
くろせんぷう(6),000275295,https://tabelog.com/rvwr/000275295/,80,4,0.05
チョコレートビスコッティ(14),000254002,https://tabelog.com/rvwr/000254002/,97,1,0.010309278350515464
hiro544(5),000251813,https://tabelog.com/rvwr/000251813/,42,1,0.023809523809523808
燕Zin(21),000090999,https://tabelog.com/rvwr/000090999/,121,1,0.008264462809917356
guistar(173),008478331,https://tabelog.com/rvwr/008478331/,950,2,0.002105263157894737
g_tsuji(4),005337708,https://tabelog.com/rvwr/005337708/,180,4,0.022222222222222223
toshi417916(3),011860291,https://tabelog.com/rvwr/011860291/,36,7,0.19444444444444445
SAKURA88GD(0),004335828,https://tabelog.com/rvwr/004335828/,9,1,0.1111111111111111
kya0924(8),003115853,https://tabelog.com/rvwr/003115853/,92,2,0.021739130434782608
greeeentea(116),003886012,https://tabelog.com/rvwr/003886012/,452,5,0.011061946902654867
ぴこぴこあきら(10),001650006,https://tabelog.com/rvwr/001650006/,125,1,0.008
zucchi0126(12),007344738,https://tabelog.com/rvwr/007344738/,272,6,0.022058823529411766
bunhachi(189),004269843,https://tabelog.com/rvwr/004269843/,414,1,0.0024154589371980675
かずきんぐ！(5),000119431,https://tabelog.com/rvwr/000119431/,1087,1,0.0009199632014719411
がりんこすいか(116),009171029,https://tabelog.com/rvwr/009171029/,1913,3,0.0015682174594877157
百川 茂左衛門(175),mmkw,https://tabelog.com/rvwr/mmkw/,2952,4,0.0013550135501355014
立川太郎(276),000634867,https://tabelog.com/rvwr/000634867/,493,4,0.008113590263691683
Νοrι(204),000520803,https://tabelog.com/rvwr/000520803/,708,4,0.005649717514124294
charu78n(19),002975377,https://tabelog.com/rvwr/002975377/,618,8,0.012944983818770227
ぺーぱーかんぱにー(761),004918876,https://tabelog.com/rvwr/004918876/,1789,3,0.0016769144773616546
破壊神にわか(58),009103085,https://tabelog.com/rvwr/009103085/,293,1,0.0034129692832764505
risotada(237),000278829,https://tabelog.com/rvwr/000278829/,1085,1,0.0009216589861751152
